,regiao,estado,municipio,coduf,codmun,codRegiaoSaude,nomeRegiaoSaude,data,semanaEpi,populacaoTCU2019,casosAcumulado,casosNovos,obitosAcumulado,obitosNovos,Recuperadosnovos,emAcompanhamentoNovos,interior/metropolitana
181,Norte,RO,,11,,,,2021-01-01,53,1777225.0,95999.0,270,1822,5,,,
182,Norte,RO,,11,,,,2021-01-02,53,1777225.0,96433.0,434,1825,3,,,
183,Norte,RO,,11,,,,2021-01-03,1,1777225.0,96906.0,473,1832,7,,,
184,Norte,RO,,11,,,,2021-01-04,1,1777225.0,97197.0,291,1840,8,,,
185,Norte,RO,,11,,,,2021-01-05,1,1777225.0,97854.0,657,1852,12,,,
186,Norte,RO,,11,,,,2021-01-06,1,1777225.0,98811.0,957,1875,23,,,
187,Norte,RO,,11,,,,2021-01-07,1,1777225.0,99595.0,784,1890,15,,,
188,Norte,RO,,11,,,,2021-01-08,1,1777225.0,100343.0,748,1899,9,,,
189,Norte,RO,,11,,,,2021-01-09,1,1777225.0,101024.0,681,1908,9,,,
190,Norte,RO,,11,,,,2021-01-10,2,1777225.0,101588.0,564,1911,3,,,
191,Norte,RO,,11,,,,2021-01-11,2,1777225.0,102518.0,930,1926,15,,,
192,Norte,RO,,11,,,,2021-01-12,2,1777225.0,103798.0,1280,1950,24,,,
193,Norte,RO,,11,,,,2021-01-13,2,1777225.0,104737.0,939,1965,15,,,
194,Norte,RO,,11,,,,2021-01-14,2,1777225.0,105952.0,1215,1976,11,,,
195,Norte,RO,,11,,,,2021-01-15,2,1777225.0,107332.0,1380,1993,17,,,
196,Norte,RO,,11,,,,2021-01-16,2,1777225.0,108173.0,841,1999,6,,,
197,Norte,RO,,11,,,,2021-01-17,3,1777225.0,109056.0,883,2005,6,,,
198,Norte,RO,,11,,,,2021-01-18,3,1777225.0,110331.0,1275,2031,26,,,
199,Norte,RO,,11,,,,2021-01-19,3,1777225.0,111372.0,1041,2044,13,,,
200,Norte,RO,,11,,,,2021-01-20,3,1777225.0,112468.0,1096,2056,12,,,
201,Norte,RO,,11,,,,2021-01-21,3,1777225.0,113778.0,1310,2070,14,,,
202,Norte,RO,,11,,,,2021-01-22,3,1777225.0,115200.0,1422,2085,15,,,
203,Norte,RO,,11,,,,2021-01-23,3,1777225.0,116133.0,933,2097,12,,,
204,Norte,RO,,11,,,,2021-01-24,4,1777225.0,117101.0,968,2111,14,,,
205,Norte,RO,,11,,,,2021-01-25,4,1777225.0,118097.0,996,2128,17,,,
206,Norte,RO,,11,,,,2021-01-26,4,1777225.0,119336.0,1239,2149,21,,,
207,Norte,RO,,11,,,,2021-01-27,4,1777225.0,121005.0,1669,2167,18,,,
208,Norte,RO,,11,,,,2021-01-28,4,1777225.0,121975.0,970,2192,25,,,
209,Norte,RO,,11,,,,2021-01-29,4,1777225.0,123200.0,1225,2216,24,,,
210,Norte,RO,,11,,,,2021-01-30,4,1777225.0,123957.0,757,2229,13,,,
211,Norte,RO,,11,,,,2021-01-31,5,1777225.0,124663.0,706,2244,15,,,
212,Norte,RO,,11,,,,2021-02-01,5,1777225.0,125612.0,949,2259,15,,,
213,Norte,RO,,11,,,,2021-02-02,5,1777225.0,126766.0,1154,2281,22,,,
214,Norte,RO,,11,,,,2021-02-03,5,1777225.0,127713.0,947,2293,12,,,
215,Norte,RO,,11,,,,2021-02-04,5,1777225.0,128743.0,1030,2314,21,,,
216,Norte,RO,,11,,,,2021-02-05,5,1777225.0,129902.0,1159,2326,12,,,
217,Norte,RO,,11,,,,2021-02-06,5,1777225.0,130753.0,851,2341,15,,,
218,Norte,RO,,11,,,,2021-02-07,6,1777225.0,131172.0,419,2346,5,,,
219,Norte,RO,,11,,,,2021-02-08,6,1777225.0,132167.0,995,2369,23,,,
220,Norte,RO,,11,,,,2021-02-09,6,1777225.0,133113.0,946,2391,22,,,
221,Norte,RO,,11,,,,2021-02-10,6,1777225.0,133983.0,870,2433,42,,,
222,Norte,RO,,11,,,,2021-02-11,6,1777225.0,134697.0,714,2455,22,,,
223,Norte,RO,,11,,,,2021-02-12,6,1777225.0,135535.0,838,2482,27,,,
224,Norte,RO,,11,,,,2021-02-13,6,1777225.0,135784.0,249,2484,2,,,
225,Norte,RO,,11,,,,2021-02-14,7,1777225.0,136603.0,819,2509,25,,,
226,Norte,RO,,11,,,,2021-02-15,7,1777225.0,137384.0,781,2533,24,,,
227,Norte,RO,,11,,,,2021-02-16,7,1777225.0,138133.0,749,2561,28,,,
228,Norte,RO,,11,,,,2021-02-17,7,1777225.0,139250.0,1117,2586,25,,,
229,Norte,RO,,11,,,,2021-02-18,7,1777225.0,140205.0,955,2623,37,,,
230,Norte,RO,,11,,,,2021-02-19,7,1777225.0,141212.0,1007,2667,44,,,
231,Norte,RO,,11,,,,2021-02-20,7,1777225.0,141709.0,497,2685,18,,,
232,Norte,RO,,11,,,,2021-02-21,8,1777225.0,142222.0,513,2690,5,,,
233,Norte,RO,,11,,,,2021-02-22,8,1777225.0,143085.0,863,2721,31,,,
234,Norte,RO,,11,,,,2021-02-23,8,1777225.0,144184.0,1099,2745,24,,,
235,Norte,RO,,11,,,,2021-02-24,8,1777225.0,145427.0,1243,2787,42,,,
236,Norte,RO,,11,,,,2021-02-25,8,1777225.0,146426.0,999,2801,14,,,
237,Norte,RO,,11,,,,2021-02-26,8,1777225.0,147377.0,951,2817,16,,,
238,Norte,RO,,11,,,,2021-02-27,8,1777225.0,147999.0,622,2832,15,,,
239,Norte,RO,,11,,,,2021-02-28,9,1777225.0,148772.0,773,2850,18,,,
240,Norte,RO,,11,,,,2021-03-01,9,1777225.0,149513.0,741,2870,20,,,
241,Norte,RO,,11,,,,2021-03-02,9,1777225.0,151188.0,1675,2916,46,,,
242,Norte,RO,,11,,,,2021-03-03,9,1777225.0,152563.0,1375,2944,28,,,
243,Norte,RO,,11,,,,2021-03-04,9,1777225.0,154111.0,1548,2991,47,,,
244,Norte,RO,,11,,,,2021-03-05,9,1777225.0,155471.0,1360,3040,49,,,
245,Norte,RO,,11,,,,2021-03-06,9,1777225.0,156298.0,827,3067,27,,,
246,Norte,RO,,11,,,,2021-03-07,10,1777225.0,157002.0,704,3082,15,,,
247,Norte,RO,,11,,,,2021-03-08,10,1777225.0,158343.0,1341,3148,66,,,
248,Norte,RO,,11,,,,2021-03-09,10,1777225.0,159484.0,1141,3180,32,,,
249,Norte,RO,,11,,,,2021-03-10,10,1777225.0,161205.0,1721,3240,60,,,
250,Norte,RO,,11,,,,2021-03-11,10,1777225.0,162818.0,1613,3278,38,,,
251,Norte,RO,,11,,,,2021-03-12,10,1777225.0,164045.0,1227,3313,35,,,
252,Norte,RO,,11,,,,2021-03-13,10,1777225.0,164746.0,701,3346,33,,,
253,Norte,RO,,11,,,,2021-03-14,11,1777225.0,165438.0,692,3367,21,,,
254,Norte,RO,,11,,,,2021-03-15,11,1777225.0,166931.0,1493,3415,48,,,
255,Norte,RO,,11,,,,2021-03-16,11,1777225.0,168891.0,1960,3464,49,,,
256,Norte,RO,,11,,,,2021-03-17,11,1777225.0,170515.0,1624,3519,55,,,
257,Norte,RO,,11,,,,2021-03-18,11,1777225.0,171718.0,1203,3553,34,,,
258,Norte,RO,,11,,,,2021-03-19,11,1777225.0,173099.0,1381,3589,36,,,
259,Norte,RO,,11,,,,2021-03-20,11,1777225.0,174047.0,948,3642,53,,,
260,Norte,RO,,11,,,,2021-03-21,12,1777225.0,175187.0,1140,3677,35,,,
261,Norte,RO,,11,,,,2021-03-22,12,1777225.0,176207.0,1020,3727,50,,,
262,Norte,RO,,11,,,,2021-03-23,12,1777225.0,177652.0,1445,3777,50,,,
263,Norte,RO,,11,,,,2021-03-24,12,1777225.0,179178.0,1526,3831,54,,,
264,Norte,RO,,11,,,,2021-03-25,12,1777225.0,180348.0,1170,3876,45,,,
265,Norte,RO,,11,,,,2021-03-26,12,1777225.0,181845.0,1497,3925,49,,,
266,Norte,RO,,11,,,,2021-03-27,12,1777225.0,182844.0,999,3966,41,,,
267,Norte,RO,,11,,,,2021-03-28,13,1777225.0,183642.0,798,3990,24,,,
268,Norte,RO,,11,,,,2021-03-29,13,1777225.0,184527.0,885,4046,56,,,
269,Norte,RO,,11,,,,2021-03-30,13,1777225.0,185410.0,883,4085,39,,,
270,Norte,RO,,11,,,,2021-03-31,13,1777225.0,187270.0,1860,4143,58,,,
271,Norte,RO,,11,,,,2021-04-01,13,1777225.0,188336.0,1066,4196,53,,,
272,Norte,RO,,11,,,,2021-04-02,13,1777225.0,189349.0,1013,4233,37,,,
273,Norte,RO,,11,,,,2021-04-03,13,1777225.0,189997.0,648,4259,26,,,
274,Norte,RO,,11,,,,2021-04-04,14,1777225.0,190320.0,323,4278,19,,,
275,Norte,RO,,11,,,,2021-04-05,14,1777225.0,190995.0,675,4327,49,,,
276,Norte,RO,,11,,,,2021-04-06,14,1777225.0,192309.0,1314,4368,41,,,
277,Norte,RO,,11,,,,2021-04-07,14,1777225.0,193630.0,1321,4419,51,,,
278,Norte,RO,,11,,,,2021-04-08,14,1777225.0,195138.0,1508,4464,45,,,
279,Norte,RO,,11,,,,2021-04-09,14,1777225.0,196270.0,1132,4495,31,,,
280,Norte,RO,,11,,,,2021-04-10,14,1777225.0,197008.0,738,4525,30,,,
281,Norte,RO,,11,,,,2021-04-11,15,1777225.0,197624.0,616,4548,23,,,
282,Norte,RO,,11,,,,2021-04-12,15,1777225.0,198513.0,889,4569,21,,,
283,Norte,RO,,11,,,,2021-04-13,15,1777225.0,199832.0,1319,4614,45,,,
284,Norte,RO,,11,,,,2021-04-14,15,1777225.0,200700.0,868,4666,52,,,
285,Norte,RO,,11,,,,2021-04-15,15,1777225.0,201848.0,1148,4704,38,,,
286,Norte,RO,,11,,,,2021-04-16,15,1777225.0,203300.0,1452,4737,33,,,
287,Norte,RO,,11,,,,2021-04-17,15,1777225.0,203728.0,428,4788,51,,,
288,Norte,RO,,11,,,,2021-04-18,16,1777225.0,204482.0,754,4801,13,,,
289,Norte,RO,,11,,,,2021-04-19,16,1777225.0,205207.0,725,4854,53,,,
290,Norte,RO,,11,,,,2021-04-20,16,1777225.0,206089.0,882,4914,60,,,
291,Norte,RO,,11,,,,2021-04-21,16,1777225.0,207030.0,941,4939,25,,,
292,Norte,RO,,11,,,,2021-04-22,16,1777225.0,207593.0,563,4967,28,,,
293,Norte,RO,,11,,,,2021-04-23,16,1777225.0,208292.0,699,4999,32,,,
294,Norte,RO,,11,,,,2021-04-24,16,1777225.0,208887.0,595,5040,41,,,
295,Norte,RO,,11,,,,2021-04-25,17,1777225.0,209166.0,279,5048,8,,,
296,Norte,RO,,11,,,,2021-04-26,17,1777225.0,209688.0,522,5076,28,,,
297,Norte,RO,,11,,,,2021-04-27,17,1777225.0,210623.0,935,5109,33,,,
298,Norte,RO,,11,,,,2021-04-28,17,1777225.0,211271.0,648,5125,16,,,
299,Norte,RO,,11,,,,2021-04-29,17,1777225.0,212000.0,729,5143,18,,,
300,Norte,RO,,11,,,,2021-04-30,17,1777225.0,212738.0,738,5163,20,,,
301,Norte,RO,,11,,,,2021-05-01,17,1777225.0,213117.0,379,5181,18,,,
302,Norte,RO,,11,,,,2021-05-02,18,1777225.0,213256.0,139,5188,7,,,
303,Norte,RO,,11,,,,2021-05-03,18,1777225.0,213766.0,510,5215,27,,,
304,Norte,RO,,11,,,,2021-05-04,18,1777225.0,214514.0,748,5251,36,,,
305,Norte,RO,,11,,,,2021-05-05,18,1777225.0,214879.0,365,5265,14,,,
306,Norte,RO,,11,,,,2021-05-06,18,1777225.0,215826.0,947,5281,16,,,
307,Norte,RO,,11,,,,2021-05-07,18,1777225.0,217153.0,1327,5311,30,,,
308,Norte,RO,,11,,,,2021-05-08,18,1777225.0,217524.0,371,5321,10,,,
309,Norte,RO,,11,,,,2021-05-09,19,1777225.0,217644.0,120,5335,14,,,
310,Norte,RO,,11,,,,2021-05-10,19,1777225.0,218166.0,522,5365,30,,,
311,Norte,RO,,11,,,,2021-05-11,19,1777225.0,218956.0,790,5389,24,,,
312,Norte,RO,,11,,,,2021-05-12,19,1777225.0,219688.0,732,5412,23,,,
313,Norte,RO,,11,,,,2021-05-13,19,1777225.0,220425.0,737,5434,22,,,
314,Norte,RO,,11,,,,2021-05-14,19,1777225.0,220719.0,294,5457,23,,,
315,Norte,RO,,11,,,,2021-05-15,19,1777225.0,221169.0,450,5475,18,,,
316,Norte,RO,,11,,,,2021-05-16,20,1777225.0,221387.0,218,5488,13,,,
317,Norte,RO,,11,,,,2021-05-17,20,1777225.0,221871.0,484,5501,13,,,
318,Norte,RO,,11,,,,2021-05-18,20,1777225.0,222676.0,805,5527,26,,,
319,Norte,RO,,11,,,,2021-05-19,20,1777225.0,223294.0,618,5545,18,,,
320,Norte,RO,,11,,,,2021-05-20,20,1777225.0,224144.0,850,5565,20,,,
321,Norte,RO,,11,,,,2021-05-21,20,1777225.0,224725.0,581,5589,24,,,
322,Norte,RO,,11,,,,2021-05-22,20,1777225.0,225076.0,351,5604,15,,,
323,Norte,RO,,11,,,,2021-05-23,21,1777225.0,225349.0,273,5611,7,,,
324,Norte,RO,,11,,,,2021-05-24,21,1777225.0,226107.0,758,5636,25,,,
325,Norte,RO,,11,,,,2021-05-25,21,1777225.0,226846.0,739,5656,20,,,
326,Norte,RO,,11,,,,2021-05-26,21,1777225.0,227438.0,592,5675,19,,,
327,Norte,RO,,11,,,,2021-05-27,21,1777225.0,227663.0,225,5680,5,,,
328,Norte,RO,,11,,,,2021-05-28,21,1777225.0,228358.0,695,5706,26,,,
329,Norte,RO,,11,,,,2021-05-29,21,1777225.0,228985.0,627,5720,14,,,
330,Norte,RO,,11,,,,2021-05-30,22,1777225.0,229189.0,204,5726,6,,,
331,Norte,RO,,11,,,,2021-05-31,22,1777225.0,229566.0,377,5758,32,,,
332,Norte,RO,,11,,,,2021-06-01,22,1777225.0,230646.0,1080,5777,19,,,
333,Norte,RO,,11,,,,2021-06-02,22,1777225.0,231544.0,898,5792,15,,,
334,Norte,RO,,11,,,,2021-06-03,22,1777225.0,232004.0,460,5802,10,,,
335,Norte,RO,,11,,,,2021-06-04,22,1777225.0,232886.0,882,5818,16,,,
336,Norte,RO,,11,,,,2021-06-05,22,1777225.0,233257.0,371,5822,4,,,
337,Norte,RO,,11,,,,2021-06-06,23,1777225.0,233425.0,168,5823,1,,,
338,Norte,RO,,11,,,,2021-06-07,23,1777225.0,233613.0,188,5835,12,,,
339,Norte,RO,,11,,,,2021-06-08,23,1777225.0,233613.0,0,5835,0,,,
340,Norte,RO,,11,,,,2021-06-09,23,1777225.0,235383.0,1770,5878,43,,,
341,Norte,RO,,11,,,,2021-06-10,23,1777225.0,236138.0,755,5894,16,,,
342,Norte,RO,,11,,,,2021-06-11,23,1777225.0,237179.0,1041,5904,10,,,
343,Norte,RO,,11,,,,2021-06-12,23,1777225.0,237788.0,609,5910,6,,,
344,Norte,RO,,11,,,,2021-06-13,24,1777225.0,238112.0,324,5916,6,,,
345,Norte,RO,,11,,,,2021-06-14,24,1777225.0,239067.0,955,5944,28,,,
346,Norte,RO,,11,,,,2021-06-15,24,1777225.0,240007.0,940,5961,17,,,
347,Norte,RO,,11,,,,2021-06-16,24,1777225.0,240996.0,989,5977,16,,,
348,Norte,RO,,11,,,,2021-06-17,24,1777225.0,241577.0,581,6001,24,,,
349,Norte,RO,,11,,,,2021-06-18,24,1777225.0,242539.0,962,6018,17,,,
350,Norte,RO,,11,,,,2021-06-19,24,1777225.0,242816.0,277,6027,9,,,
351,Norte,RO,,11,,,,2021-06-20,25,1777225.0,243156.0,340,6030,3,,,
352,Norte,RO,,11,,,,2021-06-21,25,1777225.0,244087.0,931,6042,12,,,
353,Norte,RO,,11,,,,2021-06-22,25,1777225.0,244761.0,674,6069,27,,,
354,Norte,RO,,11,,,,2021-06-23,25,1777225.0,244942.0,181,6069,0,,,
355,Norte,RO,,11,,,,2021-06-24,25,1777225.0,245752.0,810,6092,23,,,
356,Norte,RO,,11,,,,2021-06-25,25,1777225.0,246346.0,594,6105,13,,,
357,Norte,RO,,11,,,,2021-06-26,25,1777225.0,246612.0,266,6112,7,,,
358,Norte,RO,,11,,,,2021-06-27,26,1777225.0,246818.0,206,6113,1,,,
359,Norte,RO,,11,,,,2021-06-28,26,1777225.0,247361.0,543,6129,16,,,
360,Norte,RO,,11,,,,2021-06-29,26,1777225.0,247405.0,44,6131,2,,,
361,Norte,RO,,11,,,,2021-06-30,26,1777225.0,247607.0,202,6136,5,,,
362,Norte,AC,,12,,,,2021-01-01,53,881935.0,41689.0,69,796,1,,,
363,Norte,AC,,12,,,,2021-01-02,53,881935.0,41941.0,252,798,2,,,
364,Norte,AC,,12,,,,2021-01-03,1,881935.0,42046.0,105,802,4,,,
365,Norte,AC,,12,,,,2021-01-04,1,881935.0,42117.0,71,806,4,,,
366,Norte,AC,,12,,,,2021-01-05,1,881935.0,42170.0,53,808,2,,,
367,Norte,AC,,12,,,,2021-01-06,1,881935.0,42378.0,208,814,6,,,
368,Norte,AC,,12,,,,2021-01-07,1,881935.0,42478.0,100,821,7,,,
369,Norte,AC,,12,,,,2021-01-08,1,881935.0,42814.0,336,823,2,,,
370,Norte,AC,,12,,,,2021-01-09,1,881935.0,42908.0,94,823,0,,,
371,Norte,AC,,12,,,,2021-01-10,2,881935.0,43127.0,219,825,2,,,
372,Norte,AC,,12,,,,2021-01-11,2,881935.0,43346.0,219,826,1,,,
373,Norte,AC,,12,,,,2021-01-12,2,881935.0,43432.0,86,827,1,,,
374,Norte,AC,,12,,,,2021-01-13,2,881935.0,43785.0,353,829,2,,,
375,Norte,AC,,12,,,,2021-01-14,2,881935.0,44068.0,283,832,3,,,
376,Norte,AC,,12,,,,2021-01-15,2,881935.0,44156.0,88,835,3,,,
377,Norte,AC,,12,,,,2021-01-16,2,881935.0,44621.0,465,835,0,,,
378,Norte,AC,,12,,,,2021-01-17,3,881935.0,44767.0,146,836,1,,,
379,Norte,AC,,12,,,,2021-01-18,3,881935.0,44775.0,8,837,1,,,
380,Norte,AC,,12,,,,2021-01-19,3,881935.0,45208.0,433,839,2,,,
381,Norte,AC,,12,,,,2021-01-20,3,881935.0,45429.0,221,840,1,,,
382,Norte,AC,,12,,,,2021-01-21,3,881935.0,45729.0,300,844,4,,,
383,Norte,AC,,12,,,,2021-01-22,3,881935.0,45987.0,258,846,2,,,
384,Norte,AC,,12,,,,2021-01-23,3,881935.0,46239.0,252,848,2,,,
385,Norte,AC,,12,,,,2021-01-24,4,881935.0,46429.0,190,850,2,,,
386,Norte,AC,,12,,,,2021-01-25,4,881935.0,46539.0,110,854,4,,,
387,Norte,AC,,12,,,,2021-01-26,4,881935.0,46774.0,235,856,2,,,
388,Norte,AC,,12,,,,2021-01-27,4,881935.0,47119.0,345,858,2,,,
389,Norte,AC,,12,,,,2021-01-28,4,881935.0,47461.0,342,860,2,,,
390,Norte,AC,,12,,,,2021-01-29,4,881935.0,47936.0,475,861,1,,,
391,Norte,AC,,12,,,,2021-01-30,4,881935.0,48347.0,411,864,3,,,
392,Norte,AC,,12,,,,2021-01-31,5,881935.0,48467.0,120,867,3,,,
393,Norte,AC,,12,,,,2021-02-01,5,881935.0,48820.0,353,873,6,,,
394,Norte,AC,,12,,,,2021-02-02,5,881935.0,49049.0,229,876,3,,,
395,Norte,AC,,12,,,,2021-02-03,5,881935.0,49547.0,498,879,3,,,
396,Norte,AC,,12,,,,2021-02-04,5,881935.0,49944.0,397,882,3,,,
397,Norte,AC,,12,,,,2021-02-05,5,881935.0,50122.0,178,884,2,,,
398,Norte,AC,,12,,,,2021-02-06,5,881935.0,50454.0,332,886,2,,,
399,Norte,AC,,12,,,,2021-02-07,6,881935.0,50546.0,92,888,2,,,
400,Norte,AC,,12,,,,2021-02-08,6,881935.0,50694.0,148,893,5,,,
401,Norte,AC,,12,,,,2021-02-09,6,881935.0,51269.0,575,900,7,,,
402,Norte,AC,,12,,,,2021-02-10,6,881935.0,51679.0,410,902,2,,,
403,Norte,AC,,12,,,,2021-02-11,6,881935.0,52172.0,493,907,5,,,
404,Norte,AC,,12,,,,2021-02-12,6,881935.0,52548.0,376,910,3,,,
405,Norte,AC,,12,,,,2021-02-13,6,881935.0,52920.0,372,917,7,,,
406,Norte,AC,,12,,,,2021-02-14,7,881935.0,53027.0,107,921,4,,,
407,Norte,AC,,12,,,,2021-02-15,7,881935.0,53455.0,428,931,10,,,
408,Norte,AC,,12,,,,2021-02-16,7,881935.0,53590.0,135,932,1,,,
409,Norte,AC,,12,,,,2021-02-17,7,881935.0,53892.0,302,940,8,,,
410,Norte,AC,,12,,,,2021-02-18,7,881935.0,54130.0,238,948,8,,,
411,Norte,AC,,12,,,,2021-02-19,7,881935.0,54562.0,432,951,3,,,
412,Norte,AC,,12,,,,2021-02-20,7,881935.0,54743.0,181,957,6,,,
413,Norte,AC,,12,,,,2021-02-21,8,881935.0,54786.0,43,963,6,,,
414,Norte,AC,,12,,,,2021-02-22,8,881935.0,54969.0,183,968,5,,,
415,Norte,AC,,12,,,,2021-02-23,8,881935.0,55591.0,622,974,6,,,
416,Norte,AC,,12,,,,2021-02-24,8,881935.0,55881.0,290,975,1,,,
417,Norte,AC,,12,,,,2021-02-25,8,881935.0,56257.0,376,982,7,,,
418,Norte,AC,,12,,,,2021-02-26,8,881935.0,56731.0,474,986,4,,,
419,Norte,AC,,12,,,,2021-02-27,8,881935.0,57337.0,606,996,10,,,
420,Norte,AC,,12,,,,2021-02-28,9,881935.0,57534.0,197,998,2,,,
421,Norte,AC,,12,,,,2021-03-01,9,881935.0,57894.0,360,1012,14,,,
422,Norte,AC,,12,,,,2021-03-02,9,881935.0,58081.0,187,1020,8,,,
423,Norte,AC,,12,,,,2021-03-03,9,881935.0,58506.0,425,1030,10,,,
424,Norte,AC,,12,,,,2021-03-04,9,881935.0,58884.0,378,1037,7,,,
425,Norte,AC,,12,,,,2021-03-05,9,881935.0,59500.0,616,1047,10,,,
426,Norte,AC,,12,,,,2021-03-06,9,881935.0,60069.0,569,1054,7,,,
427,Norte,AC,,12,,,,2021-03-07,10,881935.0,60288.0,219,1063,9,,,
428,Norte,AC,,12,,,,2021-03-08,10,881935.0,60656.0,368,1066,3,,,
429,Norte,AC,,12,,,,2021-03-09,10,881935.0,60721.0,65,1071,5,,,
430,Norte,AC,,12,,,,2021-03-10,10,881935.0,61121.0,400,1083,12,,,
431,Norte,AC,,12,,,,2021-03-11,10,881935.0,61394.0,273,1094,11,,,
432,Norte,AC,,12,,,,2021-03-12,10,881935.0,61709.0,315,1106,12,,,
433,Norte,AC,,12,,,,2021-03-13,10,881935.0,62332.0,623,1117,11,,,
434,Norte,AC,,12,,,,2021-03-14,11,881935.0,62620.0,288,1122,5,,,
435,Norte,AC,,12,,,,2021-03-15,11,881935.0,62940.0,320,1129,7,,,
436,Norte,AC,,12,,,,2021-03-16,11,881935.0,63378.0,438,1140,11,,,
437,Norte,AC,,12,,,,2021-03-17,11,881935.0,63721.0,343,1144,4,,,
438,Norte,AC,,12,,,,2021-03-18,11,881935.0,64234.0,513,1156,12,,,
439,Norte,AC,,12,,,,2021-03-19,11,881935.0,64878.0,644,1168,12,,,
440,Norte,AC,,12,,,,2021-03-20,11,881935.0,65275.0,397,1176,8,,,
441,Norte,AC,,12,,,,2021-03-21,12,881935.0,65446.0,171,1181,5,,,
442,Norte,AC,,12,,,,2021-03-22,12,881935.0,65959.0,513,1190,9,,,
443,Norte,AC,,12,,,,2021-03-23,12,881935.0,66290.0,331,1201,11,,,
444,Norte,AC,,12,,,,2021-03-24,12,881935.0,66744.0,454,1210,9,,,
445,Norte,AC,,12,,,,2021-03-25,12,881935.0,67292.0,548,1217,7,,,
446,Norte,AC,,12,,,,2021-03-26,12,881935.0,67777.0,485,1224,7,,,
447,Norte,AC,,12,,,,2021-03-27,12,881935.0,68575.0,798,1229,5,,,
448,Norte,AC,,12,,,,2021-03-28,13,881935.0,68742.0,167,1234,5,,,
449,Norte,AC,,12,,,,2021-03-29,13,881935.0,68905.0,163,1240,6,,,
450,Norte,AC,,12,,,,2021-03-30,13,881935.0,69103.0,198,1253,13,,,
451,Norte,AC,,12,,,,2021-03-31,13,881935.0,69657.0,554,1262,9,,,
452,Norte,AC,,12,,,,2021-04-01,13,881935.0,69988.0,331,1269,7,,,
453,Norte,AC,,12,,,,2021-04-02,13,881935.0,70851.0,863,1280,11,,,
454,Norte,AC,,12,,,,2021-04-03,13,881935.0,71062.0,211,1284,4,,,
455,Norte,AC,,12,,,,2021-04-04,14,881935.0,71157.0,95,1291,7,,,
456,Norte,AC,,12,,,,2021-04-05,14,881935.0,71330.0,173,1298,7,,,
457,Norte,AC,,12,,,,2021-04-06,14,881935.0,71420.0,90,1306,8,,,
458,Norte,AC,,12,,,,2021-04-07,14,881935.0,71880.0,460,1318,12,,,
459,Norte,AC,,12,,,,2021-04-08,14,881935.0,72403.0,523,1325,7,,,
460,Norte,AC,,12,,,,2021-04-09,14,881935.0,72897.0,494,1334,9,,,
461,Norte,AC,,12,,,,2021-04-10,14,881935.0,73275.0,378,1339,5,,,
462,Norte,AC,,12,,,,2021-04-11,15,881935.0,73425.0,150,1343,4,,,
463,Norte,AC,,12,,,,2021-04-12,15,881935.0,73613.0,188,1353,10,,,
464,Norte,AC,,12,,,,2021-04-13,15,881935.0,74007.0,394,1367,14,,,
465,Norte,AC,,12,,,,2021-04-14,15,881935.0,74533.0,526,1374,7,,,
466,Norte,AC,,12,,,,2021-04-15,15,881935.0,74664.0,131,1383,9,,,
467,Norte,AC,,12,,,,2021-04-16,15,881935.0,75047.0,383,1395,12,,,
468,Norte,AC,,12,,,,2021-04-17,15,881935.0,75334.0,287,1405,10,,,
469,Norte,AC,,12,,,,2021-04-18,16,881935.0,75405.0,71,1418,13,,,
470,Norte,AC,,12,,,,2021-04-19,16,881935.0,75599.0,194,1433,15,,,
471,Norte,AC,,12,,,,2021-04-20,16,881935.0,75640.0,41,1445,12,,,
472,Norte,AC,,12,,,,2021-04-21,16,881935.0,75879.0,239,1449,4,,,
473,Norte,AC,,12,,,,2021-04-22,16,881935.0,76212.0,333,1458,9,,,
474,Norte,AC,,12,,,,2021-04-23,16,881935.0,76376.0,164,1465,7,,,
475,Norte,AC,,12,,,,2021-04-24,16,881935.0,76603.0,227,1476,11,,,
476,Norte,AC,,12,,,,2021-04-25,17,881935.0,76747.0,144,1480,4,,,
477,Norte,AC,,12,,,,2021-04-26,17,881935.0,76971.0,224,1488,8,,,
478,Norte,AC,,12,,,,2021-04-27,17,881935.0,77146.0,175,1500,12,,,
479,Norte,AC,,12,,,,2021-04-28,17,881935.0,77298.0,152,1517,17,,,
480,Norte,AC,,12,,,,2021-04-29,17,881935.0,77535.0,237,1525,8,,,
481,Norte,AC,,12,,,,2021-04-30,17,881935.0,77803.0,268,1529,4,,,
482,Norte,AC,,12,,,,2021-05-01,17,881935.0,78016.0,213,1534,5,,,
483,Norte,AC,,12,,,,2021-05-02,18,881935.0,78152.0,136,1546,12,,,
484,Norte,AC,,12,,,,2021-05-03,18,881935.0,78325.0,173,1552,6,,,
485,Norte,AC,,12,,,,2021-05-04,18,881935.0,78440.0,115,1555,3,,,
486,Norte,AC,,12,,,,2021-05-05,18,881935.0,78610.0,170,1563,8,,,
487,Norte,AC,,12,,,,2021-05-06,18,881935.0,78889.0,279,1568,5,,,
488,Norte,AC,,12,,,,2021-05-07,18,881935.0,79100.0,211,1575,7,,,
489,Norte,AC,,12,,,,2021-05-08,18,881935.0,79276.0,176,1585,10,,,
490,Norte,AC,,12,,,,2021-05-09,19,881935.0,79351.0,75,1589,4,,,
491,Norte,AC,,12,,,,2021-05-10,19,881935.0,79476.0,125,1596,7,,,
